REF_DATE,GEO,DGUID,New housing price indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.3,E,,,1
2010-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.1,,,,1
2010-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,85.2,,,,1
2010-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.4,E,,,1
2010-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.1,,,,1
2010-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,85.3,,,,1
2010-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.2,E,,,1
2010-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.4,,,,1
2010-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,85.8,,,,1
2010-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,90.9,E,,,1
2010-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.6,,,,1
2010-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.0,,,,1
2010-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.0,E,,,1
2010-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.9,,,,1
2010-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.4,,,,1
2010-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.2,E,,,1
2010-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.0,,,,1
2010-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.6,,,,1
2010-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.2,E,,,1
2010-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,87.9,,,,1
2010-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.5,,,,1
2010-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.0,E,,,1
2010-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.0,,,,1
2010-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.6,,,,1
2010-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.0,E,,,1
2010-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.1,,,,1
2010-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.6,,,,1
2010-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.5,E,,,1
2010-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.2,,,,1
2010-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.6,,,,1
2010-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.5,E,,,1
2010-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.4,,,,1
2010-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.8,,,,1
2010-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,91.8,E,,,1
2010-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.4,,,,1
2010-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,86.7,,,,1
2010-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.0,E,,,1
2011-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,88.6,,,,1
2011-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,87.0,,,,1
2011-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.1,E,,,1
2011-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.0,,,,1
2011-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,87.3,,,,1
2011-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.4,E,,,1
2011-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.0,,,,1
2011-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,87.4,,,,1
2011-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.3,E,,,1
2011-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.2,,,,1
2011-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,87.8,,,,1
2011-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.4,E,,,1
2011-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.6,,,,1
2011-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,88.2,,,,1
2011-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.7,E,,,1
2011-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.8,,,,1
2011-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,88.5,,,,1
2011-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.8,E,,,1
2011-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,89.9,,,,1
2011-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,88.5,,,,1
2011-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,92.9,E,,,1
2011-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.0,,,,1
2011-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,88.6,,,,1
2011-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.0,E,,,1
2011-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.1,,,,1
2011-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,88.8,,,,1
2011-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.0,E,,,1
2011-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.3,,,,1
2011-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.0,,,,1
2011-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.2,E,,,1
2011-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.6,,,,1
2011-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.3,,,,1
2011-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.4,E,,,1
2011-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.7,,,,1
2011-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.3,,,,1
2011-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.6,E,,,1
2012-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,90.8,,,,1
2012-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.4,,,,1
2012-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.8,E,,,1
2012-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,91.0,,,,1
2012-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.6,,,,1
2012-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,93.9,E,,,1
2012-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,91.3,,,,1
2012-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,89.9,,,,1
2012-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.1,E,,,1
2012-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,91.5,,,,1
2012-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,90.2,,,,1
2012-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.2,E,,,1
2012-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,91.7,,,,1
2012-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,90.4,,,,1
2012-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.4,E,,,1
2012-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,91.9,,,,1
2012-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,90.7,,,,1
2012-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.6,E,,,1
2012-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.0,,,,1
2012-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,90.7,,,,1
2012-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.6,E,,,1
2012-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.1,,,,1
2012-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,90.9,,,,1
2012-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.6,E,,,1
2012-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.3,,,,1
2012-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.1,,,,1
2012-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.8,E,,,1
2012-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.5,,,,1
2012-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.4,,,,1
2012-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.8,E,,,1
2012-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.6,,,,1
2012-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.5,,,,1
2012-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.8,E,,,1
2012-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.7,,,,1
2012-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.7,,,,1
2012-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,94.9,E,,,1
2013-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,92.8,,,,1
2013-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.8,,,,1
2013-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.0,E,,,1
2013-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.0,,,,1
2013-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,91.9,,,,1
2013-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.2,E,,,1
2013-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.0,,,,1
2013-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.0,,,,1
2013-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.2,E,,,1
2013-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.2,,,,1
2013-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.2,,,,1
2013-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.3,E,,,1
2013-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.4,,,,1
2013-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.4,,,,1
2013-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.4,E,,,1
2013-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.5,,,,1
2013-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.5,,,,1
2013-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.5,E,,,1
2013-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.6,,,,1
2013-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.7,,,,1
2013-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.6,E,,,1
2013-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.7,,,,1
2013-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.8,,,,1
2013-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.7,E,,,1
2013-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.8,,,,1
2013-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.8,,,,1
2013-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.7,E,,,1
2013-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.8,,,,1
2013-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.9,,,,1
2013-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.7,E,,,1
2013-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.9,,,,1
2013-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,92.9,,,,1
2013-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.8,E,,,1
2013-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,93.9,,,,1
2013-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,93.0,,,,1
2013-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.8,E,,,1
2014-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.1,,,,1
2014-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,93.3,,,,1
2014-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,95.9,E,,,1
2014-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.4,,,,1
2014-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,93.6,,,,1
2014-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.0,E,,,1
2014-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.5,,,,1
2014-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,93.7,,,,1
2014-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.1,E,,,1
2014-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.7,,,,1
2014-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.0,,,,1
2014-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.2,E,,,1
2014-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.8,,,,1
2014-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.1,,,,1
2014-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.3,E,,,1
2014-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.9,,,,1
2014-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.3,,,,1
2014-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.4,E,,,1
2014-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,94.9,,,,1
2014-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.3,,,,1
2014-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.4,E,,,1
2014-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,95.2,,,,1
2014-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.5,,,,1
2014-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.6,E,,,1
2014-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,95.3,,,,1
2014-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.6,,,,1
2014-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.6,E,,,1
2014-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,95.4,,,,1
2014-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.7,,,,1
2014-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.7,E,,,1
2014-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,95.5,,,,1
2014-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.8,,,,1
2014-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.8,E,,,1
2014-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,95.5,,,,1
2014-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,94.9,,,,1
2014-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,96.8,E,,,1
